t
d, Prayed for food
t
t
t
o, First Watch with wife
_
_
a, Had a late breakfast
_
_
_
_
_
_
e, Unloaded and loaded dishwasher, didn't do handwashing
t
t
a, Did some work on the sermon parser. Got Markdown parsing wrapped up.
